ts_index,EyePosition_x,EyePosition_y,EyePosition_z,GazeTarget,EyeDirection_h,EyeDirection_v
427,0.14901424590336979,-0.0414792903513554,0.19430656143020775,1,0.0015230298564080254,-0.0023415337472333596
427,-0.07024108708475416,0.47376384465221744,0.23023041874587263,0,-0.0004694743859349521,0.005425600435859647
427,-0.13902530784373868,-0.13971892607107705,0.07258868146981023,1,-0.001913280244657798,-0.01724917832513033
427,-0.1686862587722918,-0.3038493361003271,0.09427419977858216,0,-0.0009080240755212109,-0.014123037013352916
427,0.4396946306764662,-0.06773289014596069,0.02025846140637715,0,-0.0014247481862134568,-0.005443827245251827
427,0.03327677691295983,-0.3452980732266908,0.11270940550370158,1,-0.0006006386899188049,-0.002916937497932768
427,-0.18051198366881907,0.5556834553526813,-0.004049167421380176,1,-0.0010577109289559004,0.00822544912103189
427,-0.36625309499130665,0.06265907850142662,-0.5879010371639326,1,-0.0013281860488984305,0.0019686123586912354
427,0.22153997399862313,0.051410484356991144,-0.03469448471647216,1,-0.0003011036955892888,-0.014785219903674275
427,-0.2159532625184126,-0.13819163128793624,0.3171366678656747,0,0.0003436182895684614,-0.01763040155362734
427,0.0972251908184385,-0.11552468412489496,-0.2030766000917876,0,0.0006116762888408679,0.01030999522495951
427,0.27938403573485954,-0.25176525696679153,-0.09276371275536437,1,0.00033126343140356396,0.009755451271223592
427,-0.14375227135358698,-0.055697692999145135,-0.33190049220180845,0,-0.0011962066240806708,0.008125258223941981
427,0.4068720085712469,-0.021603036474100154,0.30105986936760726,0,0.00036163602504763414,-0.006451197546051243
427,0.10841868165252418,0.46141096993979075,-0.010747811732985462,0,0.0015646436558140063,-0.026197451040897445
427,0.24657075131256714,0.026114120471451365,-0.08970220513976024,0,9.17607765355023e-05,-0.01987568914600893
427,-0.06590156635125358,0.10713377145352392,0.4433682134224548,0,-0.0005182702182736473,-0.008084936028931877
427,-0.15052711307536096,0.27462063531062225,0.09862533289790533,1,-0.0005297602037670388,0.005132674331133561
427,0.029123264804412116,0.29059349715986676,-0.2106159281632057,0,-0.0003276621465977682,-0.003921081531321576
427,-0.4390544844396356,0.08883608311937281,0.0783165816539668,1,5.1134566424608896e-06,-0.0023458713337514694
427,-0.42461122261512424,-0.1261935968296077,-0.10281435495803085,1,-0.000802277269221619,-0.0016128571166600914
427,0.12121525704436151,0.565855770363159,0.05237334384955169,1,0.00025755039072276436,-0.0007444591576616722
427,-0.5756313645897124,-0.007954162634765062,0.01806906298230793,1,0.0024632421124852863,-0.0019236096478112252
427,0.09046420270008373,-0.010413530911572993,-0.3506034112858596,0,0.0011428228145150205,0.0075193303268677415
427,0.23730958411291406,-0.2728162364384217,0.4208382932808297,0,-0.0014018510627922809,0.005868570938002703
427,0.6571366877429935,-0.2971608975392065,-0.16988931888083156,1,9.965136508764122e-05,-0.005034756541161992
427,-0.4651990293198398,0.020568892441808196,-0.31869111411783146,1,0.0004735924306351816,-0.009194242342338031
427,0.4649803215052618,-0.2349759877008711,-0.09661845486170267,0,0.0008135172173696697,-0.012308643164339552
427,0.06823798038123882,0.3921428262847284,-0.4822449703683682,1,0.00018463385853230421,0.0025988279424842354
427,0.2345468615331931,-0.3710852132634246,-0.3961369839252829,1,0.0005219415656168977,0.0029698467323318605
427,0.07514785510376296,0.1039344628490927,-0.20400741647354723,0,0.00023225369716100357,0.0029307247329868127
427,-0.21430542540791034,0.559732353343427,0.14214987627353626,1,-0.0011913034972026487,0.006565536086338297
427,-0.29240450106819643,0.2361253811227356,0.34757867370222123,0,-0.0008206823183517104,0.009633761292443218
427,0.12383427808094949,0.246618047998347,0.5690378947961842,1,-0.0002453881160028705,-0.007537361643574896
427,-0.266854328887657,-0.24474308548963147,-0.02313051282423126,0,0.0003411519748166439,0.0027669079933001907
427,0.24815497471080714,0.0039005675633721057,0.43606022314719506,0,-0.00026465683323795606,0.02720169166589619
427,0.18770020432950185,-0.25714726692488477,-0.3212677494183337,1,0.0004824724152431853,-0.002234627853258509
427,0.2142001482276276,0.14197128737206344,-0.021848673797061832,0,-0.000846793718068405,-0.015148472246858646
427,-0.1339544856201063,0.2569196382970417,0.06422812323906119,0,-0.001245738778711988,0.00173180925851182
427,0.11559521391865103,-0.2651572308603399,0.04611753178365837,1,5.82087184459999e-05,-0.011429702978306231
427,0.10733620810448498,0.1682353579104703,0.3249153729525831,0,0.001053802052034903,-0.013776693679570911
427,-0.28134751197453683,0.15451058016259792,0.15413578527366265,0,0.0005150476863060479,0.03852731490654721
427,0.17126715320795008,0.3406696920541797,0.2862005290479607,1,0.000651391251305798,-0.003152692446403456
427,0.22769076614798023,-0.23184756436127152,-0.07104558202200266,1,-0.0004853635478291035,0.0008187413938632256
427,0.6943975700020526,-0.5601795577775244,0.20587805711235405,0,-0.0016127158711896517,-0.004719318657894335
427,0.32668517909020983,0.01928400572863883,-0.3233234333787918,0,-0.0007153037092599683,0.006795977489346758
427,-0.219109989515141,0.06493757687459245,0.013671551971144134,1,-0.0006516003476058171,0.021439440893253257
427,0.19017570669540337,-0.6075427759972821,0.055936294430828294,1,-0.000661786464768388,0.00852433334796224
427,-0.23775622152981019,-0.034420932440069704,0.15149618369413714,0,0.0008657551941701214,-0.012002964070557762
427,-0.1003503707522845,-0.14248359334828684,-0.19599876977211356,0,0.001765454240281097,0.004049817109609556
427,-0.37826518630051353,0.2753585841164328,0.6366468591037899,0,0.0010324652605511468,-0.015193699659540134
427,-0.1452702218598754,0.3800733447559868,-0.2123008396856342,0,0.00044381942814622846,0.007746340534293368
427,-0.2780791414734249,-0.017857606818540022,-0.9723802020207217,0,-0.0010243876413342898,-0.002525681513931603
427,-0.3743349545894548,0.48972339117949054,-0.42904241338818977,1,-0.00044004448669698377,0.0013074057728609135
427,0.43238198671983463,-0.4307586453538318,0.3489491256464879,0,1.023306101958705e-05,-0.00981508651047951
427,0.1386310422789812,0.059717908672041006,-0.1800650631476384,0,6.980208499001892e-05,-0.003853135968617602
427,0.034055203575374414,0.198639202356314,0.4758050448436056,0,-0.0012378154988268492,0.021330333746562666
427,-0.5856263398567505,-0.045535528510674994,0.17649516194537296,1,0.00028099186773503267,-0.006226995198205938
427,-0.062436675107182565,-0.14790028039764985,-0.17680942708326344,0,0.0008496020970210247,0.0035701548596504735
427,-0.20787287857819625,0.2698799626299752,0.0921898562629828,1,0.0008128621188389601,0.006296288419236122
427,-0.24869850327662169,-0.16805431205909085,0.22418808153697853,1,0.0006103702654334649,-0.00020901593964148133
427,0.0351982149926346,0.3832994687365275,-0.17747141665074898,0,0.0005470973811700379,-0.0020219265243389406
